"ID","METEROLOGICAL_PROVINCE","MONTH","CLIMATE","VALUE","UNIT","YEAR"
2,"Bengal","June","Humidity",79,"%",1907
4,"United Province Of Agra And Oudh","June","Humidity",53,"%",1907
5,"Punjab","June","Humidity",46,"%",1907
17,"North West Frontier Province","June","Humidity",48,"%",1907
6,"Sindh","June","Humidity",66,"%",1907
7,"Rajputana Agency","June","Humidity",53,"%",1907
8,"Bombay Presidency","June","Humidity",77,"%",1907
9,"Central India Agency","June","Humidity",55,"%",1907
10,"Central Province And Berar","June","Humidity",60,"%",1907
11,"Hyderabad","June","Humidity",66,"%",1907
12,"Mysore","June","Humidity",82,"%",1907
13,"Madras Presidency","June","Humidity",72,"%",1907
19,"Burma","July","Humidity",89,"%",1907
22,"Eastern Bengal And Assam","July","Humidity",91,"%",1907
2,"Bengal","July","Humidity",86,"%",1907
4,"United Province Of Agra And Oudh","July","Humidity",70,"%",1907
5,"Punjab","July","Humidity",56,"%",1907
17,"North West Frontier Province","July","Humidity",56,"%",1907
6,"Sindh","July","Humidity",69,"%",1907
7,"Rajputana Agency","July","Humidity",63,"%",1907
8,"Bombay Presidency","July","Humidity",82,"%",1907
9,"Central India Agency","July","Humidity",73,"%",1907
10,"Central Province And Berar","July","Humidity",80,"%",1907
11,"Hyderabad","July","Humidity",78,"%",1907
12,"Mysore","July","Humidity",85,"%",1907
13,"Madras Presidency","July","Humidity",76,"%",1907
19,"Burma","August","Humidity",90,"%",1907
22,"Eastern Bengal And Assam","August","Humidity",88,"%",1907
2,"Bengal","August","Humidity",88,"%",1907
4,"United Province Of Agra And Oudh","August","Humidity",86,"%",1907
5,"Punjab","August","Humidity",79,"%",1907
17,"North West Frontier Province","August","Humidity",71,"%",1907
6,"Sindh","August","Humidity",77,"%",1907
7,"Rajputana Agency","August","Humidity",85,"%",1907
8,"Bombay Presidency","August","Humidity",88,"%",1907
9,"Central India Agency","August","Humidity",90,"%",1907
10,"Central Province And Berar","August","Humidity",88,"%",1907
11,"Hyderabad","August","Humidity",82,"%",1907
12,"Mysore","August","Humidity",86,"%",1907
13,"Madras Presidency","August","Humidity",75,"%",1907
19,"Burma","September","Humidity",90,"%",1907
22,"Eastern Bengal And Assam","September","Humidity",90,"%",1907
2,"Bengal","September","Humidity",84,"%",1907
4,"United Province Of Agra And Oudh","September","Humidity",66,"%",1907
5,"Punjab","September","Humidity",58,"%",1907
17,"North West Frontier Province","September","Humidity",61,"%",1907
6,"Sindh","September","Humidity",76,"%",1907
7,"Rajputana Agency","September","Humidity",66,"%",1907
8,"Bombay Presidency","September","Humidity",80,"%",1907
9,"Central India Agency","September","Humidity",71,"%",1907
10,"Central Province And Berar","September","Humidity",72,"%",1907
11,"Hyderabad","September","Humidity",72,"%",1907
12,"Mysore","September","Humidity",82,"%",1907
13,"Madras Presidency","September","Humidity",75,"%",1907
19,"Burma","October","Humidity",89,"%",1907
22,"Eastern Bengal And Assam","October","Humidity",85,"%",1907
2,"Bengal","October","Humidity",75,"%",1907
4,"United Province Of Agra And Oudh","October","Humidity",54,"%",1907
5,"Punjab","October","Humidity",46,"%",1907
17,"North West Frontier Province","October","Humidity",51,"%",1907
6,"Sindh","October","Humidity",60,"%",1907
7,"Rajputana Agency","October","Humidity",49,"%",1907
8,"Bombay Presidency","October","Humidity",65,"%",1907
9,"Central India Agency","October","Humidity",49,"%",1907
10,"Central Province And Berar","October","Humidity",50,"%",1907
11,"Hyderabad","October","Humidity",53,"%",1907
12,"Mysore","October","Humidity",76,"%",1907
13,"Madras Presidency","October","Humidity",78,"%",1907
19,"Burma","November","Humidity",84,"%",1907
22,"Eastern Bengal And Assam","November","Humidity",86,"%",1907
2,"Bengal","November","Humidity",72,"%",1907
4,"United Province Of Agra And Oudh","November","Humidity",58,"%",1907
5,"Punjab","November","Humidity",54,"%",1907
17,"North West Frontier Province","November","Humidity",62,"%",1907
6,"Sindh","November","Humidity",55,"%",1907
7,"Rajputana Agency","November","Humidity",52,"%",1907
8,"Bombay Presidency","November","Humidity",55,"%",1907
9,"Central India Agency","November","Humidity",53,"%",1907
10,"Central Province And Berar","November","Humidity",50,"%",1907
11,"Hyderabad","November","Humidity",58,"%",1907
12,"Mysore","November","Humidity",80,"%",1907
13,"Madras Presidency","November","Humidity",80,"%",1907
19,"Burma","December","Humidity",83,"%",1907
22,"Eastern Bengal And Assam","December","Humidity",87,"%",1907
2,"Bengal","December","Humidity",75,"%",1907
4,"United Province Of Agra And Oudh","December","Humidity",66,"%",1907
5,"Punjab","December","Humidity",63,"%",1907
17,"North West Frontier Province","December","Humidity",63,"%",1907
6,"Sindh","December","Humidity",58,"%",1907
7,"Rajputana Agency","December","Humidity",53,"%",1907
8,"Bombay Presidency","December","Humidity",52,"%",1907
9,"Central India Agency","December","Humidity",54,"%",1907
10,"Central Province And Berar","December","Humidity",58,"%",1907
11,"Hyderabad","December","Humidity",56,"%",1907
12,"Mysore","December","Humidity",73,"%",1907
13,"Madras Presidency","December","Humidity",77,"%",1907
22,"Eastern Bengal And Assam","January","Temperature",62.5,"ºF",1908
2,"Bengal","January","Temperature",62,"ºF",1908
4,"United Province Of Agra And Oudh","January","Temperature",58,"ºF",1908
5,"Punjab","January","Temperature",56.3,"ºF",1908
17,"North West Frontier Province","January","Temperature",54.1,"ºF",1908
6,"Sindh","January","Temperature",63.2,"ºF",1908
7,"Rajputana Agency","January","Temperature",61.6,"ºF",1908
8,"Bombay Presidency","January","Temperature",71.1,"ºF",1908
9,"Central India Agency","January","Temperature",61.4,"ºF",1908
10,"Central Province And Berar","January","Temperature",65.6,"ºF",1908
11,"Hyderabad","January","Temperature",71.6,"ºF",1908
12,"Mysore","January","Temperature",71.6,"ºF",1908
13,"Madras Presidency","January","Temperature",76.4,"ºF",1908
14,"Lower Burma","January","Temperature",75.5,"ºF",1908
15,"Upper Burma","January","Temperature",67.4,"ºF",1908
16,"Jammu And Kashmir","January","Temperature",30.1,"ºF",1908
18,"Baluchistan Agency","January","Temperature",47.6,"ºF",1908
22,"Eastern Bengal And Assam","January","Rainfall",0.69,"in",1908
2,"Bengal","January","Rainfall",0.86,"in",1908
4,"United Province Of Agra And Oudh","January","Rainfall",0.87,"in",1908
5,"Punjab","January","Rainfall",1.47,"in",1908
17,"North West Frontier Province","January","Rainfall",3.2,"in",1908
6,"Sindh","January","Rainfall",0.77,"in",1908
7,"Rajputana Agency","January","Rainfall",0.6,"in",1908
8,"Bombay Presidency","January","Rainfall",0.06,"in",1908
9,"Central India Agency","January","Rainfall",0.64,"in",1908
10,"Central Province And Berar","January","Rainfall",0.26,"in",1908
11,"Hyderabad","January","Rainfall",0.34,"in",1908
12,"Mysore","January","Rainfall",0.54,"in",1908
13,"Madras Presidency","January","Rainfall",0.9,"in",1908
14,"Lower Burma","January","Rainfall",0.03,"in",1908
15,"Upper Burma","January","Rainfall",0.17,"in",1908
16,"Jammu And Kashmir","January","Rainfall",2.36,"in",1908
18,"Baluchistan Agency","January","Rainfall",1.23,"in",1908
22,"Eastern Bengal And Assam","February","Temperature",67.5,"ºF",1908
2,"Bengal","February","Temperature",69.3,"ºF",1908
4,"United Province Of Agra And Oudh","February","Temperature",64.7,"ºF",1908
5,"Punjab","February","Temperature",60.8,"ºF",1908
17,"North West Frontier Province","February","Temperature",56.9,"ºF",1908
6,"Sindh","February","Temperature",67.6,"ºF",1908
7,"Rajputana Agency","February","Temperature",66,"ºF",1908
8,"Bombay Presidency","February","Temperature",73.3,"ºF",1908
9,"Central India Agency","February","Temperature",66.5,"ºF",1908
10,"Central Province And Berar","February","Temperature",71.6,"ºF",1908
11,"Hyderabad","February","Temperature",76.8,"ºF",1908
12,"Mysore","February","Temperature",74.9,"ºF",1908
13,"Madras Presidency","February","Temperature",78.8,"ºF",1908
14,"Lower Burma","February","Temperature",78,"ºF",1908
15,"Upper Burma","February","Temperature",72.1,"ºF",1908
16,"Jammu And Kashmir","February","Temperature",29.5,"ºF",1908
18,"Baluchistan Agency","February","Temperature",50.3,"ºF",1908
22,"Eastern Bengal And Assam","February","Rainfall",0.87,"in",1908
2,"Bengal","February","Rainfall",0.89,"in",1908
4,"United Province Of Agra And Oudh","February","Rainfall",0.66,"in",1908
5,"Punjab","February","Rainfall",0.47,"in",1908
17,"North West Frontier Province","February","Rainfall",1.11,"in",1908
6,"Sindh","February","Rainfall",0,"in",1908
7,"Rajputana Agency","February","Rainfall",0.03,"in",1908
8,"Bombay Presidency","February","Rainfall",0.01,"in",1908
9,"Central India Agency","February","Rainfall",0.21,"in",1908
10,"Central Province And Berar","February","Rainfall",0.58,"in",1908
11,"Hyderabad","February","Rainfall",0.1,"in",1908
12,"Mysore","February","Rainfall",0.13,"in",1908
13,"Madras Presidency","February","Rainfall",0.74,"in",1908
14,"Lower Burma","February","Rainfall",0.02,"in",1908
15,"Upper Burma","February","Rainfall",0.03,"in",1908
16,"Jammu And Kashmir","February","Rainfall",1.56,"in",1908
18,"Baluchistan Agency","February","Rainfall",0.11,"in",1908
22,"Eastern Bengal And Assam","March","Temperature",75.5,"ºF",1908
2,"Bengal","March","Temperature",78.5,"ºF",1908
4,"United Province Of Agra And Oudh","March","Temperature",73.9,"ºF",1908
5,"Punjab","March","Temperature",69.6,"ºF",1908
17,"North West Frontier Province","March","Temperature",65.6,"ºF",1908
6,"Sindh","March","Temperature",74.7,"ºF",1908
7,"Rajputana Agency","March","Temperature",74.4,"ºF",1908
8,"Bombay Presidency","March","Temperature",78.1,"ºF",1908
9,"Central India Agency","March","Temperature",74.1,"ºF",1908
10,"Central Province And Berar","March","Temperature",77.9,"ºF",1908
11,"Hyderabad","March","Temperature",83,"ºF",1908
12,"Mysore","March","Temperature",78.6,"ºF",1908
13,"Madras Presidency","March","Temperature",82.4,"ºF",1908
14,"Lower Burma","March","Temperature",82.6,"ºF",1908
15,"Upper Burma","March","Temperature",80.3,"ºF",1908
16,"Jammu And Kashmir","March","Temperature",38.1,"ºF",1908
18,"Baluchistan Agency","March","Temperature",53.9,"ºF",1908
22,"Eastern Bengal And Assam","March","Rainfall",0.78,"in",1908
2,"Bengal","March","Rainfall",0.25,"in",1908
4,"United Province Of Agra And Oudh","March","Rainfall",0.14,"in",1908
5,"Punjab","March","Rainfall",0.02,"in",1908
17,"North West Frontier Province","March","Rainfall",0.33,"in",1908
6,"Sindh","March","Rainfall",0.01,"in",1908
7,"Rajputana Agency","March","Rainfall",0.04,"in",1908
8,"Bombay Presidency","March","Rainfall",0.08,"in",1908
9,"Central India Agency","March","Rainfall",0.14,"in",1908
10,"Central Province And Berar","March","Rainfall",0.69,"in",1908
11,"Hyderabad","March","Rainfall",0.24,"in",1908
12,"Mysore","March","Rainfall",0.34,"in",1908
13,"Madras Presidency","March","Rainfall",0.54,"in",1908
14,"Lower Burma","March","Rainfall",0.14,"in",1908
15,"Upper Burma","March","Rainfall",0.06,"in",1908
16,"Jammu And Kashmir","March","Rainfall",0.61,"in",1908
18,"Baluchistan Agency","March","Rainfall",1.04,"in",1908
22,"Eastern Bengal And Assam","April","Temperature",83.8,"ºF",1908
2,"Bengal","April","Temperature",90,"ºF",1908
4,"United Province Of Agra And Oudh","April","Temperature",88.4,"ºF",1908
5,"Punjab","April","Temperature",82.2,"ºF",1908
17,"North West Frontier Province","April","Temperature",76,"ºF",1908
6,"Sindh","April","Temperature",85,"ºF",1908
7,"Rajputana Agency","April","Temperature",87.5,"ºF",1908
8,"Bombay Presidency","April","Temperature",85.2,"ºF",1908
9,"Central India Agency","April","Temperature",87.6,"ºF",1908
10,"Central Province And Berar","April","Temperature",90.1,"ºF",1908
11,"Hyderabad","April","Temperature",91.1,"ºF",1908
12,"Mysore","April","Temperature",82.6,"ºF",1908
13,"Madras Presidency","April","Temperature",87.3,"ºF",1908
14,"Lower Burma","April","Temperature",86.1,"ºF",1908
15,"Upper Burma","April","Temperature",87.9,"ºF",1908
16,"Jammu And Kashmir","April","Temperature",48.2,"ºF",1908
18,"Baluchistan Agency","April","Temperature",68.4,"ºF",1908
22,"Eastern Bengal And Assam","April","Rainfall",5.42,"in",1908
2,"Bengal","April","Rainfall",0.16,"in",1908
4,"United Province Of Agra And Oudh","April","Rainfall",0.08,"in",1908
5,"Punjab","April","Rainfall",1.32,"in",1908
17,"North West Frontier Province","April","Rainfall",5.84,"in",1908
6,"Sindh","April","Rainfall",0.2,"in",1908
7,"Rajputana Agency","April","Rainfall",0.03,"in",1908
8,"Bombay Presidency","April","Rainfall",0.31,"in",1908
9,"Central India Agency","April","Rainfall",0.03,"in",1908
10,"Central Province And Berar","April","Rainfall",0.22,"in",1908
11,"Hyderabad","April","Rainfall",0.12,"in",1908
12,"Mysore","April","Rainfall",1.72,"in",1908
13,"Madras Presidency","April","Rainfall",0.77,"in",1908
14,"Lower Burma","April","Rainfall",1.01,"in",1908
15,"Upper Burma","April","Rainfall",0.88,"in",1908
16,"Jammu And Kashmir","April","Rainfall",6.17,"in",1908
18,"Baluchistan Agency","April","Rainfall",0.93,"in",1908
22,"Eastern Bengal And Assam","May","Temperature",82.1,"ºF",1908
2,"Bengal","May","Temperature",89.3,"ºF",1908
4,"United Province Of Agra And Oudh","May","Temperature",92,"ºF",1908
5,"Punjab","May","Temperature",89.9,"ºF",1908
17,"North West Frontier Province","May","Temperature",85.4,"ºF",1908
6,"Sindh","May","Temperature",90.7,"ºF",1908
7,"Rajputana Agency","May","Temperature",93.1,"ºF",1908
8,"Bombay Presidency","May","Temperature",86.5,"ºF",1908
9,"Central India Agency","May","Temperature",92.3,"ºF",1908
10,"Central Province And Berar","May","Temperature",95.7,"ºF",1908
11,"Hyderabad","May","Temperature",92.3,"ºF",1908
12,"Mysore","May","Temperature",80.1,"ºF",1908
13,"Madras Presidency","May","Temperature",88.2,"ºF",1908
14,"Lower Burma","May","Temperature",83.5,"ºF",1908
15,"Upper Burma","May","Temperature",86,"ºF",1908
16,"Jammu And Kashmir","May","Temperature",55.1,"ºF",1908
18,"Baluchistan Agency","May","Temperature",74.4,"ºF",1908
22,"Eastern Bengal And Assam","May","Rainfall",10.71,"in",1908
2,"Bengal","May","Rainfall",2.53,"in",1908
4,"United Province Of Agra And Oudh","May","Rainfall",0.38,"in",1908
5,"Punjab","May","Rainfall",0.5,"in",1908
17,"North West Frontier Province","May","Rainfall",0.28,"in",1908
6,"Sindh","May","Rainfall",0.01,"in",1908
7,"Rajputana Agency","May","Rainfall",0.29,"in",1908
8,"Bombay Presidency","May","Rainfall",0.29,"in",1908
9,"Central India Agency","May","Rainfall",0.13,"in",1908
10,"Central Province And Berar","May","Rainfall",0.07,"in",1908
11,"Hyderabad","May","Rainfall",0.12,"in",1908
12,"Mysore","May","Rainfall",3.67,"in",1908
13,"Madras Presidency","May","Rainfall",2.17,"in",1908
14,"Lower Burma","May","Rainfall",10.13,"in",1908
15,"Upper Burma","May","Rainfall",4.67,"in",1908
16,"Jammu And Kashmir","May","Rainfall",1.67,"in",1908
18,"Baluchistan Agency","May","Rainfall",0.03,"in",1908
22,"Eastern Bengal And Assam","June","Temperature",83.1,"ºF",1908
2,"Bengal","June","Temperature",87.9,"ºF",1908
4,"United Province Of Agra And Oudh","June","Temperature",93.9,"ºF",1908
5,"Punjab","June","Temperature",95.7,"ºF",1908
17,"North West Frontier Province","June","Temperature",94.4,"ºF",1908
6,"Sindh","June","Temperature",93.5,"ºF",1908
7,"Rajputana Agency","June","Temperature",93.7,"ºF",1908
8,"Bombay Presidency","June","Temperature",85.5,"ºF",1908
9,"Central India Agency","June","Temperature",92,"ºF",1908
10,"Central Province And Berar","June","Temperature",89.7,"ºF",1908
11,"Hyderabad","June","Temperature",87.4,"ºF",1908
12,"Mysore","June","Temperature",76.5,"ºF",1908
13,"Madras Presidency","June","Temperature",87.1,"ºF",1908
14,"Lower Burma","June","Temperature",80.8,"ºF",1908
15,"Upper Burma","June","Temperature",83.6,"ºF",1908
16,"Jammu And Kashmir","June","Temperature",63,"ºF",1908
18,"Baluchistan Agency","June","Temperature",82,"ºF",1908
22,"Eastern Bengal And Assam","June","Rainfall",14.17,"in",1908
2,"Bengal","June","Rainfall",9.54,"in",1908
4,"United Province Of Agra And Oudh","June","Rainfall",2.14,"in",1908
5,"Punjab","June","Rainfall",0.55,"in",1908
17,"North West Frontier Province","June","Rainfall",0.32,"in",1908
6,"Sindh","June","Rainfall",0.07,"in",1908
7,"Rajputana Agency","June","Rainfall",1.61,"in",1908
8,"Bombay Presidency","June","Rainfall",5.56,"in",1908
9,"Central India Agency","June","Rainfall",2.75,"in",1908
10,"Central Province And Berar","June","Rainfall",7.56,"in",1908
11,"Hyderabad","June","Rainfall",3.62,"in",1908
